CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,BalanceSalaryRatio,ProductsPerTenure,EngagementScore,WealthScore,RelationshipStrength,AgeGroup,WealthSegment,HighValueDisengaged,Geography_enc,Gender_enc
726,France,Female,48,4,0.0,1,1,0,114020.06,1,0.0,0.2,0.3,1.2750202888743765,0.24,46-55,Medium,0,0,0
812,Germany,Male,25,5,54817.55,1,1,0,131660.31,0,0.4163527614908283,0.16666666666666666,0.3,1.8654278639817632,0.27,18-25,Premium,0,2,1
631,Germany,Male,40,3,107949.45,1,1,0,52449.62,1,2.0581158049228017,0.25,0.3,1.3144492161101686,0.21000000000000002,36-45,Medium,1,2,1
682,France,Male,30,4,0.0,1,0,1,161465.31,0,0.0,0.2,0.7,1.4115448154181816,0.39999999999999997,26-35,Medium,0,0,1
625,Spain,Female,49,2,80816.45,1,1,1,20018.79,0,4.0368280586359795,0.3333333333333333,1.0,0.9889216093831085,0.46,46-55,Low,0,1,0
607,Germany,Male,38,3,98205.77,1,1,0,176318.27,0,0.5569769543623905,0.25,0.3,1.835890661219735,0.21000000000000002,36-45,Premium,1,2,1
600,Spain,Female,50,6,94684.27,1,1,1,50488.91,0,1.8753107304013812,0.14285714285714285,1.0,1.1589640324896506,0.5800000000000001,46-55,Medium,0,1,0
602,Spain,Female,22,7,141604.76,1,1,0,30379.6,0,4.661025786192505,0.125,0.3,1.313572967923836,0.33,18-25,Medium,1,1,0
545,Spain,Female,72,3,0.0,2,1,1,161326.73,0,0.0,0.5,1.0,1.08308739602423,0.59,56+,Medium,0,1,0
675,Spain,Male,33,3,0.0,2,1,0,45348.08,0,0.0,0.5,0.3,0.8030486257143982,0.31,26-35,Low,0,1,1
581,France,Female,47,1,122949.14,1,0,0,180251.68,1,0.6820932704024151,0.5,0.0,1.9267866883463594,0.03,46-55,Premium,1,0,0
640,Germany,Male,33,8,81677.22,2,0,0,34925.56,0,2.338541785964607,0.2222222222222222,0.0,1.1054023712078342,0.33999999999999997,26-35,Medium,0,2,1
850,France,Male,38,7,80293.98,1,0,0,126555.74,0,0.6344504449150633,0.125,0.0,2.067316979669493,0.21000000000000002,36-45,Premium,0,0,1
490,Spain,Female,48,8,155413.06,1,1,0,187921.3,0,0.827007013004843,0.1111111111111111,0.3,1.922736055186017,0.36,46-55,Premium,1,1,0
710,Spain,Female,38,4,0.0,2,1,1,136390.88,0,0.0,0.4,1.0,1.3507476302286638,0.62,36-45,Medium,0,1,0
613,Germany,Male,38,9,67111.65,1,1,0,78566.64,1,0.8541894601899713,0.1,0.3,1.1848871702490011,0.39,36-45,Medium,0,2,1
812,France,Male,34,5,103818.43,1,1,1,166038.27,0,0.6252643124725855,0.16666666666666666,1.0,2.3041137397668683,0.55,26-35,Premium,0,0,1
723,France,Female,21,4,0.0,2,1,1,140385.33,0,0.0,0.4,1.0,1.4022043891704352,0.62,18-25,Medium,0,0,0
512,France,Male,36,4,152169.12,2,0,0,38629.3,1,3.9391130796292027,0.4,0.0,1.1971110098472137,0.21999999999999997,36-45,Medium,1,0,1
731,France,Female,52,10,0.0,1,1,1,24998.75,1,0.0,0.09090909090909091,1.0,0.8333168623625546,0.7,46-55,Low,0,0,0
650,Germany,Male,26,4,185967.98540000003,2,1,0,128815.33,0,1.4436677818720658,0.4,0.3,2.1686008893145456,0.33999999999999997,26-35,Premium,1,2,1
594,France,Male,57,6,0.0,1,1,0,19376.56,1,0.0,0.14285714285714285,0.3,0.4769141931435093,0.30000000000000004,56+,Low,0,0,1
844,France,Male,40,7,113348.14,1,1,0,31904.31,1,3.5526418643166293,0.125,0.3,1.7483470089443438,0.33,36-45,High,1,0,1
686,Germany,Female,47,5,170935.94,1,1,0,173179.79,1,0.9870375345902972,0.16666666666666666,0.3,2.399981474190159,0.27,46-55,Premium,1,2,0
695,Germany,Male,52,8,103023.26,1,1,1,22485.64,0,4.581531967425992,0.1111111111111111,1.0,1.288369144662683,0.64,46-55,Medium,0,2,1
624,Spain,Female,23,6,0.0,2,0,1,196668.51,0,0.0,0.2857142857142857,0.7,1.4521893058965736,0.5599999999999999,18-25,High,0,1,0
503,Spain,Male,37,6,0.0,2,0,0,136506.86,0,0.0,0.2857142857142857,0.0,0.8561233696586684,0.28,36-45,Low,0,1,1
535,France,Female,31,7,111855.04,2,1,1,36278.89,0,3.0831140888244146,0.25,1.0,1.023377234455852,0.71,26-35,Low,0,0,0
743,Germany,Female,32,6,140348.56,2,1,1,163254.39,0,0.8596871441733102,0.2857142857142857,1.0,2.3212872830066016,0.68,26-35,Premium,0,2,0
702,Spain,Male,39,8,0.0,2,1,0,99654.13,0,0.0,0.2222222222222222,0.3,1.1443932158563388,0.45999999999999996,36-45,Medium,0,1,1
658,France,Male,29,3,145512.84,1,1,0,20207.02,0,7.200747030139518,0.25,0.3,1.4167181575296346,0.21000000000000002,26-35,Medium,1,0,1
677,Germany,Female,41,8,146720.98,2,1,1,4195.84,0,34.95986980680703,0.2222222222222222,1.0,1.3870739664361529,0.74,36-45,Medium,0,2,0
664,France,Male,32,10,107209.73,1,1,1,112340.2,0,0.954322456943668,0.09090909090909091,1.0,1.694629751723439,0.7,26-35,High,0,0,1
766,Germany,Female,38,7,130933.74,1,0,1,2035.94,0,64.27962532033344,0.125,0.7,1.504093225557555,0.49,36-45,High,0,2,0
461,Spain,Female,35,8,0.0,1,1,0,132295.95,0,0.0,0.1111111111111111,0.3,0.7341855096024116,0.36,26-35,Low,0,1,0
688,Spain,Male,36,0,89772.3,1,1,0,177383.68,1,0.5060882371577974,1.0,0.3,1.989751003019013,0.12,36-45,Premium,0,1,1
678,France,Female,32,5,0.0,2,1,0,90284.47,0,0.0,0.3333333333333333,0.3,1.0392278393016932,0.37,26-35,Low,0,0,0
796,France,Male,24,8,0.0,2,1,0,61349.37,0,0.0,0.2222222222222222,0.3,1.1740671401688287,0.45999999999999996,18-25,Medium,0,0,1
803,France,Male,42,5,0.0,1,1,0,196466.83,1,0.0,0.16666666666666666,0.3,1.8793911812486659,0.27,36-45,Premium,0,0,1
712,France,Male,36,2,100749.5,3,0,0,70758.37,1,1.4238326316359233,1.0,0.0,1.5628170197333415,0.26,36-45,High,1,0,1
498,France,Female,31,10,0.0,2,1,0,13892.57,0,0.0,0.18181818181818182,0.3,0.2193019350144952,0.52,26-35,Low,0,0,0
850,Spain,Male,22,2,0.0,2,1,1,9684.52,0,0.0,0.6666666666666666,1.0,1.0399623819789543,0.56,18-25,Low,0,1,1
628,France,Female,51,3,123981.31,2,1,1,40546.15,0,3.057707138479523,0.5,1.0,1.3328180548295616,0.59,46-55,Medium,0,0,0
539,Germany,Female,34,4,91622.42,1,1,1,136603.42,0,0.6707134366516104,0.2,1.0,1.4354183114204166,0.52,26-35,Medium,0,2,0
732,France,Male,36,7,126195.81,1,1,1,133172.48,0,0.9476046582247456,0.125,1.0,2.0655666854535717,0.6100000000000001,36-45,Premium,0,0,1
715,France,Male,41,4,94267.9,1,0,1,152821.12,1,0.6168472208080872,0.2,0.7,1.9533440883802313,0.39999999999999997,36-45,Premium,0,0,1
651,France,Male,40,4,0.0,2,1,1,147715.83,0,0.0,0.4,1.0,1.267312847044893,0.62,36-45,Medium,0,0,1
813,France,Male,34,0,0.0,2,1,0,43169.15,0,0.0,2.0,0.3,1.1220880318448925,0.21999999999999997,26-35,Medium,0,0,1
692,France,Male,29,4,0.0,1,1,0,76755.99,1,0.0,0.2,0.3,1.003777620484816,0.24,26-35,Low,0,0,1
756,Germany,Female,39,3,100717.85,3,1,1,73406.04,1,1.3720461961141603,0.75,1.0,1.6814028867225022,0.69,36-45,High,0,2,0
543,France,Male,36,6,0.0,2,1,0,176728.28,0,0.0,0.2857142857142857,0.3,1.1567911776612574,0.4,36-45,Medium,0,0,1
790,France,Female,26,4,141581.71,2,0,0,98309.27,0,1.4401517766149965,0.4,0.0,2.1093889647550874,0.21999999999999997,26-35,Premium,1,0,0
494,Spain,Male,38,7,0.0,2,1,1,6203.66,0,0.0,0.25,1.0,0.1705487874210729,0.71,36-45,Low,0,1,1
850,France,Female,39,2,148586.64,1,1,1,176791.27,0,0.8404589182547406,0.3333333333333333,1.0,2.6905523710100963,0.46,36-45,Premium,0,0,0
703,Spain,Male,29,9,0.0,2,1,0,50679.48,0,0.0,0.2,0.3,0.8972038378487844,0.49,26-35,Low,0,1,1
432,Spain,Male,38,7,0.0,2,1,0,150580.88,0,0.0,0.25,0.3,0.7579901008806188,0.43,36-45,Low,0,1,1
512,Germany,Female,32,2,123403.85,2,1,0,80120.19,0,1.5402148919655338,0.6666666666666666,0.3,1.2538758233153902,0.27999999999999997,26-35,Medium,1,2,0
589,France,Male,28,7,0.0,2,1,0,151645.96,0,0.0,0.25,0.3,1.1390159848760781,0.43,26-35,Medium,0,0,1
514,France,Female,46,3,106511.85,1,1,0,55072.32,0,1.934000891901923,0.25,0.3,1.0401801961074117,0.21000000000000002,46-55,Low,1,0,0
678,France,Female,38,2,0.0,2,0,0,115068.99,0,0.0,0.6666666666666666,0.0,1.1655332481828926,0.15999999999999998,36-45,Medium,0,0,0
432,Germany,Female,34,1,135549.9,1,0,0,149471.13,1,0.9068573519357755,0.5,0.0,1.4812230189781532,0.03,26-35,High,1,2,0
679,Germany,Male,38,7,110555.37,2,1,0,46522.68,0,2.3763247017432843,0.25,0.3,1.413089964448158,0.43,36-45,Medium,1,2,1
595,France,Male,31,4,0.0,2,1,0,189995.86,0,0.0,0.4,0.3,1.3488065501297202,0.33999999999999997,26-35,Medium,0,0,1
713,France,Female,52,0,185891.54,1,1,1,46369.57,1,4.008825856572391,1.0,1.0,1.8987523061799967,0.4,46-55,Premium,0,0,0
833,Germany,Male,59,1,130854.59,1,1,1,30722.52,1,4.259101496182729,0.5,1.0,1.8101455528918717,0.43000000000000005,56+,Premium,0,2,1
690,France,Female,42,3,92578.14,2,0,0,70810.6,0,1.307386642866423,0.5,0.0,1.4665120062692514,0.19,36-45,High,0,0,0
731,Germany,Female,21,8,132312.06,1,1,0,106663.46,1,1.2404512243347032,0.1111111111111111,0.3,1.9609693622693873,0.36,18-25,Premium,1,2,0
608,France,Female,62,8,144976.5,1,0,0,175836.03,1,0.8244935665712734,0.1111111111111111,0.0,2.0873242686657503,0.24,56+,Premium,1,0,0
479,Spain,Male,48,5,87070.23,1,0,1,85646.41,0,1.0166125280379172,0.16666666666666666,0.7,1.0077151799226107,0.42999999999999994,46-55,Low,0,1,1
519,France,Male,42,8,0.0,2,1,1,101485.72,0,0.0,0.2222222222222222,1.0,0.7159282137137407,0.74,36-45,Low,0,0,1
731,France,Female,47,1,115414.19,3,0,0,191734.67,1,0.6019442808946296,1.5,0.0,2.303639841491624,0.22999999999999998,46-55,Premium,1,0,0
617,Spain,Male,61,7,91070.43,1,1,1,101839.77,0,0.8942433369268515,0.125,1.0,1.4418925206138922,0.6100000000000001,56+,High,0,1,1
756,Spain,Male,29,2,117412.19,2,1,0,4888.91,0,24.011114723992875,0.6666666666666666,0.3,1.421999897847484,0.27999999999999997,26-35,Medium,1,1,1
848,Germany,Male,31,4,90018.45,2,1,0,193132.98,0,0.4660932788730393,0.4,0.3,2.4541103912254227,0.33999999999999997,26-35,Premium,0,2,1
809,France,Female,24,4,0.0,2,1,0,193518.76,0,0.0,0.4,0.3,1.878721467795538,0.33999999999999997,18-25,Premium,0,0,0
698,Germany,Male,56,1,112414.81,2,0,0,93982.02,1,1.1961182988161052,1.0,0.0,1.710402709208501,0.13,56+,High,1,2,1
779,Germany,Male,33,1,158456.76,1,1,1,197000.92,1,0.804341196268544,0.5,1.0,2.6767614344391433,0.43000000000000005,26-35,Premium,0,2,1
606,Spain,Male,35,7,0.0,1,1,0,106837.06,1,0.0,0.125,0.3,0.9513333682587952,0.33,26-35,Low,0,1,1
612,Germany,Female,58,1,149641.53,1,1,1,115161.28,0,1.2993970768901066,0.5,1.0,1.8127716888155252,0.43000000000000005,56+,Premium,0,2,0
663,Spain,Female,33,8,122528.18,1,1,0,196260.3,0,0.6243114663970941,0.1111111111111111,0.3,2.2022775066843767,0.36,26-35,Premium,1,1,0
549,Germany,Female,45,3,143734.01,2,1,1,96404.38,0,1.4909334935456922,0.5,1.0,1.534699850199866,0.59,36-45,High,0,2,0
675,France,Female,32,2,155663.31,1,1,0,97658.66,0,1.5939366366829455,0.3333333333333333,0.3,1.906674307243669,0.18,26-35,Premium,1,0,0
669,France,Female,35,7,0.0,1,1,1,49108.23,1,0.0,0.125,1.0,0.8078568133620735,0.6100000000000001,26-35,Low,0,0,0
571,Germany,Female,34,1,101736.66,1,0,1,195651.66,0,0.519986081456802,0.5,0.7,1.8672784885851366,0.30999999999999994,26-35,Premium,0,2,0
500,Spain,Male,37,9,125822.21,1,1,0,111698.0,0,1.1264398965075784,0.1,0.3,1.3990968357952818,0.39,36-45,Medium,1,1,1
628,France,Male,37,0,0.0,2,1,1,171707.93,0,0.0,2.0,1.0,1.3345560484189019,0.5,36-45,Medium,0,0,1
559,France,Male,34,4,0.0,2,1,1,66721.98,0,0.0,0.4,1.0,0.6344610724083681,0.62,26-35,Low,0,0,1
769,France,Female,27,2,0.0,1,1,1,57876.05,0,0.0,0.3333333333333333,1.0,1.0917733102271105,0.46,26-35,Medium,0,0,0
733,Germany,Male,31,6,157791.07,2,0,0,177994.81,0,0.8864875527126173,0.2857142857142857,0.0,2.466276176244137,0.28,26-35,Premium,1,2,1
750,France,Male,22,5,0.0,2,0,1,105125.65,0,0.0,0.3333333333333333,0.7,1.2871093892217422,0.5299999999999999,18-25,Medium,0,0,1
583,France,Female,42,4,0.0,2,1,0,17439.66,0,0.0,0.4,0.3,0.440727688140051,0.33999999999999997,36-45,Low,0,0,0
468,Germany,Male,42,9,181627.14,2,1,0,172668.39,0,1.0518780427729548,0.2,0.3,1.933333672262938,0.49,36-45,Premium,1,2,1
727,Spain,Female,57,1,109679.72,1,0,1,1842.8253000000004,0,59.48487636003258,0.5,0.7,1.2955190541513866,0.30999999999999994,56+,Medium,0,1,0
618,France,Female,37,5,96652.86,1,1,0,98686.4,1,0.979383994309304,0.16666666666666666,0.3,1.4582330782218664,0.27,36-45,High,0,0,0
617,France,Male,40,5,185967.98540000003,2,1,1,107047.92,0,1.737224302683297,0.3333333333333333,1.0,1.9787237300266651,0.65,36-45,Premium,0,0,1
793,Spain,Male,41,9,0.0,2,1,0,152153.74,0,0.0,0.2,0.3,1.6296419808720652,0.49,36-45,High,0,1,1
630,France,Male,43,9,0.0,2,1,1,34338.04,0,0.0,0.2,1.0,0.639284406913652,0.77,36-45,Low,0,0,1
765,Germany,Male,43,4,148962.76,1,0,1,173878.87,1,0.8566992832465311,0.2,0.7,2.4743835862777837,0.39999999999999997,36-45,Premium,0,2,1
546,France,Male,28,8,0.0,1,1,0,159254.29,0,0.0,0.1111111111111111,0.3,1.0749182940390432,0.36,26-35,Low,0,0,1
614,Germany,Female,30,3,131344.52,2,1,0,54776.64,0,2.3977761729055866,0.5,0.3,1.411439781110171,0.31,26-35,Medium,1,2,0
593,Germany,Female,29,5,101713.84,3,1,0,134594.99,0,0.7556974022777351,0.5,0.3,1.6086339580819364,0.47,26-35,High,1,2,0
613,Spain,Male,34,3,0.0,1,1,1,41724.72,0,0.0,0.25,1.0,0.6362581133586902,0.49000000000000005,26-35,Low,0,1,1
655,France,Male,38,4,0.0,2,0,0,110527.71,0,0.0,0.4,0.0,1.0873663214744274,0.21999999999999997,36-45,Medium,0,0,1
700,France,Female,27,6,137963.07,1,0,0,8996.79,0,15.332995102130633,0.14285714285714285,0.0,1.419470564618476,0.18000000000000002,26-35,Medium,1,0,0
826,Spain,Female,29,4,129938.07,1,0,1,190200.53,0,0.6831599619624511,0.2,0.7,2.601193193819676,0.39999999999999997,26-35,Premium,0,1,0
652,Germany,Male,45,2,151421.44,1,0,1,115333.43,0,1.3128901751194333,0.3333333333333333,0.7,1.9189138253820848,0.33999999999999997,36-45,Premium,0,2,1
755,Germany,Female,45,7,135643.0,1,0,0,143619.52,1,0.944454176882245,0.125,0.0,2.224630285789757,0.21000000000000002,36-45,Premium,1,2,0
538,Spain,Male,39,2,122773.5,2,1,1,58467.08,0,2.0998380654880404,0.6666666666666666,1.0,1.202339916393125,0.56,36-45,Medium,0,1,1
729,France,Male,34,3,152303.8,1,1,0,12128.69,0,12.556281322935705,0.25,0.3,1.5819231309881119,0.21000000000000002,26-35,High,1,0,1
615,France,Male,49,3,0.0,2,1,1,49872.33,0,0.0,0.5,1.0,0.6825641718399617,0.59,46-55,Low,0,0,1
700,Spain,Male,54,1,79415.67,1,0,1,139735.54,0,0.568324290840463,0.5,0.7,1.7709085146744927,0.30999999999999994,46-55,High,0,1,1
434,Germany,Female,58,9,125801.03,2,1,0,60891.8,1,2.065942607336171,0.2,0.3,0.9821726488032937,0.49,56+,Low,1,2,0
729,Spain,Male,37,10,0.0,2,1,0,100862.54,0,0.0,0.18181818181818182,0.3,1.2151447450543218,0.52,36-45,Medium,0,1,1
513,France,Male,35,8,0.0,1,1,0,76640.29,1,0.0,0.1111111111111111,0.3,0.5749583318977401,0.36,26-35,Low,0,0,1
755,France,Male,41,6,104817.41,1,1,0,126013.58,1,0.8317879565999426,0.14285714285714285,0.3,1.9691504239413513,0.30000000000000004,36-45,Premium,1,0,1
615,France,Female,30,9,0.0,1,1,0,87347.82,0,0.0,0.1,0.3,0.8735445534440155,0.39,26-35,Low,0,0,0
747,Germany,Female,32,5,67495.04,2,0,1,77370.37,0,0.8723516205025191,0.3333333333333333,0.7,1.5014265637211146,0.5299999999999999,26-35,High,0,2,0
850,France,Female,36,0,164850.54,1,1,1,62722.44,0,2.6282126745599412,1.0,1.0,2.1966969035739226,0.4,36-45,Premium,0,0,0
712,Germany,Female,49,5,154776.42,2,0,0,196257.68,0,0.7886347752873912,0.3333333333333333,0.0,2.4928965167430683,0.25,46-55,Premium,1,2,0
622,Germany,Female,28,1,143124.63,2,1,0,81723.8,0,1.7512998502290615,1.0,0.3,1.6312498921127687,0.24999999999999997,26-35,High,1,2,0
548,France,Female,35,10,0.0,1,1,1,31299.71,0,0.0,0.09090909090909091,1.0,0.42762839998313806,0.7,26-35,Low,0,0,0
607,France,Female,27,2,0.0,2,1,0,63495.86,0,0.0,0.6666666666666666,0.3,0.7328528458458539,0.27999999999999997,26-35,Low,0,0,0
653,France,Female,38,8,102133.38,1,1,1,166520.96,0,0.6133328000703331,0.1111111111111111,1.0,1.917129852763603,0.64,36-45,Premium,0,0,0
699,Spain,Male,26,6,79932.41,1,0,0,150242.44,0,0.5320193014749929,0.14285714285714285,0.0,1.8248394645040507,0.18000000000000002,26-35,Premium,0,1,1
693,Germany,Male,40,0,120711.73,1,0,0,27345.18,1,4.414208127058331,1.0,0.0,1.4034650292980417,0.0,36-45,Medium,1,2,1
647,Germany,Female,43,3,122717.53,2,1,1,87000.39,0,1.4105237858843405,0.5,1.0,1.6082142722037847,0.59,36-45,High,0,2,0
478,Spain,Female,36,3,92363.3,2,1,0,44912.7,0,2.0564616141622714,0.5,0.3,0.8262003698059422,0.31,36-45,Low,0,1,0
705,Spain,Female,40,5,185967.98540000003,1,1,0,179978.68,1,1.033272119385922,0.16666666666666666,0.3,2.5609154830251963,0.27,36-45,Premium,1,1,0
719,Spain,Male,39,5,0.0,2,1,0,145759.7,0,0.0,0.3333333333333333,0.3,1.420023558560743,0.37,36-45,Medium,0,1,1
726,France,Male,34,9,0.0,2,0,0,14121.61,0,0.0,0.2,0.0,0.7659237006068584,0.37,26-35,Low,0,0,1
626,France,Male,21,1,0.0,2,1,0,66232.23,0,0.0,1.0,0.3,0.7922523186865358,0.24999999999999997,18-25,Low,0,0,1
552,France,Male,49,4,0.0,1,1,1,190296.76,1,0.0,0.2,1.0,1.247469165563666,0.52,46-55,Medium,0,0,1
807,Germany,Female,31,1,93460.47,2,0,0,172782.69,0,0.5409102560548394,1.0,0.0,2.270824988921307,0.13,26-35,Premium,0,2,0
621,France,Male,34,6,0.0,2,1,1,99128.13,0,0.0,0.2857142857142857,1.0,0.9479327413768206,0.68,26-35,Low,0,0,1
651,Germany,Female,24,7,40224.7,1,1,1,178341.33,0,0.2255476868559472,0.125,1.0,1.6396837713417227,0.6100000000000001,18-25,High,0,2,0
673,France,Female,43,5,168069.73,1,1,1,146992.24,1,1.1433840767099224,0.16666666666666666,1.0,2.2200131641278347,0.55,36-45,Premium,0,0,0
652,France,Male,36,1,0.0,2,1,1,151314.98,0,0.0,1.0,1.0,1.2880469674725883,0.53,36-45,Medium,0,0,1
584,Germany,Male,47,7,130538.77,1,1,0,92915.84,0,1.4048989397400946,0.125,0.3,1.5296994525341308,0.33,46-55,High,1,2,1
756,France,Male,37,3,132623.6,1,1,1,58974.0,0,2.2488105129292073,0.25,1.0,1.7794209962544953,0.49000000000000005,36-45,High,0,0,1
670,France,Female,35,3,103465.02,2,1,1,174627.06,0,0.5924879426593871,0.5,1.0,2.0062701252252837,0.59,26-35,Premium,0,0,0
765,France,Female,50,9,126547.8,1,1,1,79579.94,1,1.590177245958643,0.1,1.0,1.8732916578798808,0.67,46-55,Premium,0,0,0
528,France,Male,30,2,128262.72,2,1,0,50771.16,0,2.526241152631678,0.6666666666666666,0.3,1.168713993862648,0.27999999999999997,26-35,Medium,1,0,1
701,France,Male,40,5,169742.64,1,1,1,153537.55,1,1.1055375995149104,0.16666666666666666,1.0,2.3293503209367037,0.55,36-45,Premium,0,0,1
797,France,Female,29,1,0.0,2,1,1,132975.39,0,0.0,1.0,1.0,1.541475782849051,0.53,26-35,High,0,0,0
639,Germany,Male,27,3,150795.81,1,0,1,85208.93,0,1.7696976162285312,0.25,0.7,1.730930465742245,0.37,26-35,High,0,2,1
785,Spain,Female,61,4,129855.72,2,1,0,170214.82,1,0.7628886668700947,0.4,0.3,2.400814254841344,0.33999999999999997,56+,Premium,1,1,0
432,Spain,Female,28,6,146098.43,3,1,0,100615.14,1,1.452037714823884,0.42857142857142855,0.3,1.2889682945733627,0.5,26-35,Medium,1,1,0
764,France,Female,24,7,0.0,2,1,0,186105.99,0,0.0,0.25,0.3,1.733289444179773,0.43,18-25,High,0,0,0
676,France,Female,43,2,0.0,1,1,1,55119.53,0,0.0,0.3333333333333333,1.0,0.8552376573220325,0.46,36-45,Low,0,0,0
718,Germany,Male,28,4,65643.3,1,1,0,28760.99,0,2.2822934018126007,0.2,0.3,1.1743710129492477,0.24,26-35,Medium,0,2,1
590,Spain,Female,34,6,0.0,2,1,0,171021.44,0,0.0,0.2857142857142857,0.3,1.2401485076651961,0.4,26-35,Medium,0,1,0
584,France,Male,38,9,104584.16,1,1,0,176678.72,0,0.5919420746195432,0.1,0.3,1.8170019646370068,0.39,36-45,Premium,1,0,1
645,France,Male,41,7,0.0,1,0,1,28667.56,0,0.0,0.125,0.7,0.6462720086814101,0.49,36-45,Low,0,0,1
772,Germany,Male,30,6,99785.28,2,0,0,197238.03,0,0.5059104174260034,0.2857142857142857,0.0,2.345731001414325,0.28,26-35,Premium,1,2,1
432,Germany,Male,46,2,127655.22,1,1,0,139994.68,1,0.9118511371208027,0.3333333333333333,0.3,1.3904778704665066,0.18,46-55,Medium,1,2,1
529,France,Male,22,5,0.0,1,1,0,151169.83,0,0.0,0.16666666666666666,0.3,0.9930488893986827,0.27,18-25,Low,0,0,1
463,France,Male,35,2,101257.16,1,1,1,118113.64,0,0.8572786574128322,0.3333333333333333,1.0,1.2111821981993953,0.46,26-35,Medium,0,0,1
630,France,Female,40,7,0.0,2,1,1,34453.17,0,0.0,0.25,1.0,0.6398711256285794,0.71,36-45,Low,0,0,0
780,France,Male,72,10,121313.88,1,0,1,64872.33,0,1.870011605693742,0.09090909090909091,0.7,1.8060805717463015,0.58,56+,Premium,0,0,1
584,Spain,Male,32,5,0.0,2,1,0,10956.82,0,0.0,0.3333333333333333,0.3,0.4100825658272708,0.37,26-35,Low,0,1,1
752,Germany,Male,30,4,81523.38,1,1,1,36885.85,0,2.210093298831427,0.2,1.0,1.3825076300481371,0.52,26-35,Medium,0,2,1
697,France,Female,47,6,128252.66,1,1,1,168053.4,0,0.7631615714911363,0.14285714285714285,1.0,2.17065295208897,0.5800000000000001,46-55,Premium,0,0,0
850,France,Female,32,7,0.0,2,0,0,155227.0,0,0.0,0.25,0.0,1.7816673835680026,0.31,26-35,High,0,0,0
711,France,Male,51,7,0.0,3,1,0,38409.79,1,0.0,0.375,0.3,0.8538145233931166,0.53,46-55,Low,0,0,1
452,France,Female,32,5,0.0,2,0,1,75279.39,0,0.0,0.3333333333333333,0.7,0.42208997923789093,0.5299999999999999,26-35,Low,0,0,0
610,Spain,Male,42,6,0.0,2,1,0,158302.59,1,0.0,0.2857142857142857,0.3,1.2231783444830282,0.4,36-45,Medium,0,1,1
694,France,Female,22,4,0.0,2,1,1,11525.72,0,0.0,0.4,1.0,0.6761396551869062,0.62,18-25,Low,0,0,0
579,Spain,Male,33,6,0.0,1,1,0,94993.04,1,0.0,0.14285714285714285,0.3,0.8263812707322354,0.30000000000000004,26-35,Low,0,1,1
745,Spain,Female,54,8,0.0,1,1,0,173912.29,1,0.0,0.1111111111111111,0.3,1.6256940840443428,0.36,46-55,High,0,1,0
572,France,Male,33,5,0.0,1,0,1,41139.05,0,0.0,0.16666666666666666,0.7,0.5351873320491805,0.42999999999999994,26-35,Low,0,0,1
505,Germany,Male,29,3,145541.56,2,1,1,58019.95,0,2.5084311787380247,0.5,1.0,1.2435439080072055,0.59,26-35,Medium,0,2,1
706,France,Female,23,5,0.0,1,0,0,164128.41,1,0.0,0.16666666666666666,0.0,1.4825326164948152,0.15,18-25,High,0,0,0
693,Germany,Male,44,5,124601.58,2,1,1,46998.13,1,2.65114652122284,0.3333333333333333,1.0,1.5245360061060134,0.65,36-45,High,0,2,1
725,Germany,Female,33,7,115182.84,2,1,1,177279.41,0,0.6497211959290933,0.25,1.0,2.2143756998249082,0.71,26-35,Premium,0,2,0
791,France,Male,37,2,163789.49,2,1,0,75832.53,0,2.1598558052091206,0.6666666666666666,0.3,2.116653893618998,0.27999999999999997,36-45,Premium,1,0,1
536,France,Male,46,1,65733.41,1,1,0,61094.53,0,1.0759119366015812,0.5,0.3,0.904225139468753,0.15,46-55,Low,0,0,1
699,Spain,Male,47,1,0.0,2,0,1,30117.44,0,0.0,1.0,0.7,0.7828474044854203,0.4099999999999999,46-55,Low,0,1,1
500,Spain,Female,47,8,128486.11,1,1,0,179227.12,0,0.71688588821888,0.1111111111111111,0.3,1.7575592624248835,0.36,46-55,High,1,1,0
707,Spain,Female,53,6,109663.47,1,1,1,52110.45,0,2.1044025833094264,0.14285714285714285,1.0,1.5037556874714841,0.5800000000000001,46-55,High,0,1,0
531,Germany,Female,42,6,88324.31,2,1,0,75248.75,0,1.173748882886654,0.2857142857142857,0.3,1.0858726785211792,0.4,36-45,Medium,0,2,0
557,France,Female,28,7,146445.24,2,1,0,184317.74,0,0.7945217073424005,0.25,0.3,2.0164365004825724,0.43,26-35,Premium,1,0,0
659,France,Female,38,3,0.0,2,1,0,158553.1,0,0.0,0.5,0.3,1.3416798591511891,0.31,36-45,Medium,0,0,0
575,Spain,Female,31,6,0.0,2,1,1,95686.42,0,0.0,0.2857142857142857,1.0,0.8203454549980055,0.68,26-35,Low,0,1,0
775,Germany,Male,36,2,109949.05,2,0,1,71682.54,0,1.53381166722514,0.6666666666666666,0.7,1.767712884545921,0.43999999999999995,36-45,High,0,2,1
772,Spain,Male,30,4,78653.05,1,1,0,1842.8253000000004,0,42.657539193111184,0.2,0.3,1.2363357862399904,0.24,26-35,Medium,0,1,1
